names,scores,logfoldchanges,pvals,pvals_adj,cluster
Edn1,0.646786,1.0762224,0.5177704611893281,0.6982077200632769,26
Glp1r,0.5317153,1.083897,0.5949232242350977,0.7877108446936351,26
Gzma,0.51967883,0.92455536,0.6032874518202157,0.7966933818956332,26
Tubb1,0.22602354,1.3483089,0.821183113443427,0.9581782180235975,26
Padi4,0.16194236,1.1680758,0.8713512423248194,0.9581782180235975,26
Nlrp12,0.104727134,1.1328071,0.9165923291299747,0.9581782180235975,26
Ace,0.099463455,0.8859765,0.9207703013055426,0.9581782180235975,26
Esrrb,-0.007102197,1.3205625,0.9943333141505692,0.9943333141505692,26
Cyp11a1,-0.011364622,1.1082133,0.9909325386560998,0.9911291132521435,26
Crygd,-0.016451031,1.0167545,0.9868745678123629,0.9872661847043519,26
Rsrp1,107.507935,1.9731848,0.0,0.0,3
Sirpa,68.1955,2.1934483,0.0,0.0,3
Il10ra,60.171043,2.6634808,0.0,0.0,3
Gm2a,59.17286,1.7135463,0.0,0.0,3
Csf1r,58.050266,2.7980642,0.0,0.0,3
Grn,54.73618,1.5254688,0.0,0.0,3
Aif1,52.57166,2.6530802,0.0,0.0,3
Cxcl16,51.70905,1.7477415,0.0,0.0,3
Prkcd,47.73131,1.7171322,0.0,0.0,3
Cd68,46.683056,1.981907,0.0,0.0,3
Fcgr2b,46.141476,2.8895345,0.0,0.0,3
Ptprc,45.86338,1.6494739,0.0,0.0,3
Syk,43.020058,1.8038349,0.0,0.0,3
Ncf1,42.693268,2.188044,0.0,0.0,3
Arrb2,41.712784,1.9105421,0.0,0.0,3
Cxcl12,41.191677,1.237834,0.0,0.0,3
Mrc1,40.504955,3.02316,0.0,0.0,3
Pltp,39.45744,0.987345,0.0,0.0,3
Mafb,37.03102,2.7686343,3.628893503899798e-300,2.904266832803616e-298,3
Cd84,36.526966,1.7350914,4.139857604375313e-292,3.211255698655435e-290,3
Cav1,22.219545,1.4025176,2.2230981059522915e-109,2.96530705032049e-108,16
Adgrf5,15.793482,1.4046712,3.450006250338011e-56,2.2857991477272338e-55,16
Cd36,11.222874,1.0827234,3.148677842045716e-29,1.3240728673556715e-28,16
Bmpr2,1.1064028,1.0746496,0.2685522584920058,0.399186464421195,16
Cxcr2,0.75441414,1.1354837,0.45060057104163387,0.6383725639667368,16
Mmp9,0.3462065,0.95917076,0.7291875329623528,0.9502619646410397,16
Nlrp12,0.21330535,1.3663962,0.8310887988300228,0.9835398550490018,16
Csf3r,0.19317435,1.0016029,0.8468224335056096,0.9835398550490018,16
Slc4a1,0.13158046,1.6895769,0.8953161404353455,0.9835398550490018,16
Gzma,0.1166359,0.67900383,0.9071485871891262,0.9835398550490018,16
Nppa,0.019843755,1.3466694,0.9841680135677311,0.9898069546002918,16
Cyp2g1,0.019228915,1.10453,0.9846584917790366,0.9899597438783455,16
Adad2,0.018218666,1.2502396,0.9854644113749209,0.9902033942845546,16
Prop1,0.0018876158,1.1635873,0.998493901440618,0.9990883609969431,16
Olfr17,-0.00047433208,1.0684725,0.9996215377818095,0.9996215377818095,16
Olig1,-0.0011685897,1.0116448,0.9990676005278891,0.9992657889033162,16
Esrrb,-0.0011759296,1.3199806,0.9990617441753616,0.9992657889033162,16
Sry,-0.0041703586,1.4681376,0.9966725448258211,0.997463868799482,16
Htr3a,-0.005297822,1.013728,0.9957729693358103,0.9967614277131537,16
Tubb1,-0.0063797226,0.9590081,0.9949097525190651,0.9960951096507399,16
Hopx,423.89902,4.413611,0.0,0.0,20
Ager,391.34238,4.759412,0.0,0.0,20
Vegfa,276.58615,3.2497504,0.0,0.0,20
Icam1,268.78506,3.1684322,0.0,0.0,20
Clic5,268.51227,3.5085008,0.0,0.0,20
Cav1,250.77959,2.2418087,0.0,0.0,20
Msn,230.5715,1.6144615,0.0,0.0,20
Aqp5,218.02925,3.8291197,0.0,0.0,20
Scnn1a,211.5735,3.6154335,0.0,0.0,20
Akap5,209.37901,3.1852436,0.0,0.0,20
Pdpn,187.44478,4.344915,0.0,0.0,20
Cav2,185.72763,1.8167927,0.0,0.0,20
Bcam,184.33073,2.2758975,0.0,0.0,20
Pakap,162.23015,2.4883158,0.0,0.0,20
Col4a3,156.36009,4.8017836,0.0,0.0,20
Rtkn2,151.86122,5.230024,0.0,0.0,20
Cryab,151.63829,2.6984262,0.0,0.0,20
Ndst1,149.4299,2.7445986,0.0,0.0,20
Myo1c,142.80472,1.7155917,0.0,0.0,20
Igfbp2,139.04958,4.713333,0.0,0.0,20
Epas1,401.6118,2.543728,0.0,0.0,15
Egfl7,321.52414,3.0955756,0.0,0.0,15
Cd36,286.07037,2.4858608,0.0,0.0,15
Cdh5,279.9078,2.803709,0.0,0.0,15
Calcrl,278.43182,3.1588717,0.0,0.0,15
Cav1,269.35953,2.3237927,0.0,0.0,15
Bmpr2,260.52536,2.3466682,0.0,0.0,15
Pltp,256.20227,2.5394268,0.0,0.0,15
Pecam1,253.0281,2.6234412,0.0,0.0,15
Adgrf5,251.69322,2.407343,0.0,0.0,15
Clec14a,248.87209,3.463776,0.0,0.0,15
Acvrl1,214.6197,2.8572226,0.0,0.0,15
Podxl,209.01015,2.2688196,0.0,0.0,15
Eng,203.7536,2.5740438,0.0,0.0,15
S1pr1,195.71475,2.4555736,0.0,0.0,15
Ace,179.80724,2.8373718,0.0,0.0,15
Plvap,175.54861,2.7733088,0.0,0.0,15
Tek,170.53038,3.2864892,0.0,0.0,15
Cav2,150.52635,1.6497272,0.0,0.0,15
Adgre5,138.10995,1.9831456,0.0,0.0,15
Epas1,174.54352,1.6317855,0.0,0.0,7
Prelp,132.41158,2.7585537,0.0,0.0,7
Ogn,115.52581,2.713067,0.0,0.0,7
Eln,111.02784,1.7067579,0.0,0.0,7
Pdgfra,110.211044,2.8995452,0.0,0.0,7
Spon1,105.32521,2.787923,0.0,0.0,7
Lrp1,99.412186,1.4351306,0.0,0.0,7
Col1a2,97.36593,1.2656231,0.0,0.0,7
Itga8,94.30244,3.0826075,0.0,0.0,7
Sept4,91.957466,1.9708546,0.0,0.0,7
Serpina3n,91.55148,2.113036,0.0,0.0,7
Ccn1,88.47154,1.7605726,0.0,0.0,7
Plxdc2,87.06233,2.5431097,0.0,0.0,7
Cd36,79.24378,0.9296163,0.0,0.0,7
Tgfbr2,77.394165,1.2571876,0.0,0.0,7
Gyg,77.32667,2.3765085,0.0,0.0,7
Bmpr2,74.96324,0.97256386,0.0,0.0,7
Plpp3,73.51294,1.9889666,0.0,0.0,7
Fn1,67.05062,0.79294056,0.0,0.0,7
Col6a2,66.89044,1.5019006,0.0,0.0,7
Hopx,15.023163,1.7788771,5.1776820965400265e-51,2.3950342321793407e-49,30
Plec,13.20015,1.5414213,8.756099063403693e-40,2.8997984794698456e-38,30
Pltp,2.435639,1.2511722,0.014865517446213474,0.03643750071162291,30
Csf3r,1.2460948,1.5549372,0.2127295645795344,0.38780798217001067,30
Cxcr2,1.0714823,1.7015253,0.283952606863075,0.4988463567260014,30
Mmp9,0.9993073,1.6081917,0.31764586350349444,0.5477327099126604,30
Gzma,0.3542698,1.2671654,0.7231366999977702,0.9999396325381121,30
Ccl3,0.34448108,1.9097798,0.7304845303829519,0.9999396325381121,30
Hcar2,0.31329253,2.4711335,0.754058412469716,0.9999396325381121,30
Tubb1,0.26712587,2.1132648,0.7893722358342651,0.9999396325381121,30
Nfe2,0.26421827,1.3285804,0.7916117365169129,0.9999396325381121,30
Nlrp12,0.2593877,2.1679525,0.795336127768617,0.9999396325381121,30
Slc6a4,0.17262167,1.28263,0.8629488157550225,0.9999396325381121,30
Il2,0.16448171,2.679263,0.8693519400699143,0.9999396325381121,30
Itga2b,0.15295473,1.7026298,0.8784339814219508,0.9999396325381121,30
Gata1,0.12545091,2.1555767,0.9001665904036767,0.9999396325381121,30
Tnfsf14,0.11627957,1.4079058,0.9074309732929984,0.9999396325381121,30
Gzmb,0.11617615,1.8955091,0.9075129370652001,0.9999396325381121,30
Alox12,0.10429698,1.2656502,0.9169336705053469,0.9999396325381121,30
Padi4,0.09062938,1.5977844,0.9277870894475703,0.9999396325381121,30
Epas1,139.65747,2.233354,0.0,0.0,5
Msn,103.12544,1.8696905,0.0,0.0,5
Mcl1,44.88436,1.498357,0.0,0.0,5
Ptprc,28.244284,1.6586417,1.6730993569279562e-175,9.696283859345696e-174,5
Chil3,25.08146,1.5139728,7.924596842978789e-139,3.3576317043948787e-137,5
Samhd1,22.675543,1.3975185,7.811327569091442e-114,2.540949264732842e-112,5
F13a1,22.335682,3.069832,1.6637011333423405e-110,5.022982703180886e-109,5
Cybb,21.498188,1.9750406,1.618829412455902e-102,4.5345210542236986e-101,5
Gm2a,21.027788,1.1967422,3.652865588602011e-98,9.693551735648075e-97,5
Itgb2,20.410486,1.5469038,1.349337490313089e-92,3.270845974114709e-91,5
Itgam,18.853785,2.4483259,2.735522003277985e-79,5.366732272578834e-78,5
Syk,18.1485,1.4833902,1.3195521997173974e-73,2.326287479361929e-72,5
Il10ra,17.781973,1.6963084,9.748788476315128e-71,1.601087670930973e-69,5
Csf1r,16.77361,1.775588,3.8066474766820984e-63,5.547143519488769e-62,5
Fgr,16.655651,2.4118085,2.7532710576532464e-62,3.932575827956846e-61,5
Tnfrsf1b,16.597265,1.6313306,7.293882341247933e-62,1.0301331866826912e-60,5
Ccr2,16.193634,2.483,5.59252354091481e-59,7.479443950475457e-58,5
Spi1,15.052331,1.8280565,3.33278838361743e-51,3.7761615798200187e-50,5
Pirb,15.02888,1.9958041,4.7496855247255267e-51,5.321758759036912e-50,5
Itga4,14.601199,1.7308813,2.7594724039681105e-48,2.910723820252555e-47,5
Tagln,133.47466,4.835763,0.0,0.0,14
Myh11,120.31929,6.0349064,0.0,0.0,14
Flna,110.10503,2.7179978,0.0,0.0,14
Actc1,82.35895,7.2616725,0.0,0.0,14
Eln,78.69474,2.489245,0.0,0.0,14
Des,69.507256,4.2805643,0.0,0.0,14
Actg2,48.640213,5.96476,0.0,0.0,14
Cnn1,48.305172,7.1050467,0.0,0.0,14
Smtn,41.095387,2.7698002,0.0,0.0,14
Synpo2,35.613567,4.4501243,8.639070749063151e-278,4.270411246742785e-276,14
Ccn1,31.682196,1.6344897,2.733035483550461e-220,1.0519057181726277e-218,14
Atp2a2,29.863308,2.0676072,5.897556965658244e-196,1.9692372331687988e-194,14
Lpp,24.480621,1.65046,2.3761501005529726e-132,4.991895336245037e-131,14
Fam129a,24.089382,2.0168402,3.2299441574110554e-128,6.540312627175317e-127,14
Ccn2,23.228725,1.9627389,2.3343655923922728e-119,4.408191504435146e-118,14
Chrm2,22.445127,5.3370767,1.427911466000853e-111,2.4998366706862155e-110,14
Itga8,22.048843,2.1587007,9.799554824674726e-108,1.6636146608084163e-106,14
Mcam,21.949982,1.3598022,8.663777703272325e-107,1.4609621130401025e-105,14
Ogn,21.61992,1.6559318,1.1667534981615912e-103,1.916212096980698e-102,14
Thbs1,20.66142,1.4522719,7.706405380404056e-95,1.1295260444185247e-93,14
Gnai2,121.98194,4.375491,0.0,0.0,17
Csf3r,10.621401,3.0049405,2.3697745605843946e-26,2.8246816393537864e-25,17
Cxcr2,7.5801353,3.0737364,3.451947114474198e-14,2.154049177126102e-13,17
Mmp9,7.5695243,3.1588435,3.7459346992852014e-14,2.3259855608123134e-13,17
Itgam,3.2248065,2.0760558,0.0012605786242882793,0.003274516962216128,17
Cd300lf,2.9700959,1.9016795,0.0029770686501802697,0.007368866045267019,17
Fgr,2.6134107,2.0590434,0.00896434727788946,0.020531179225657867,17
Pygl,2.5526729,1.8386687,0.010689984012941934,0.024191606549934123,17
Mxd1,2.249771,1.9677974,0.02446348469699925,0.0522869393142307,17
Fpr2,2.147803,2.4292488,0.031729404461357955,0.06643514937070413,17
Cd177,2.019692,2.2114902,0.04341534794239123,0.08837310630825053,17
Ccr1,1.9611732,1.8166931,0.04985881837473353,0.10023451445191645,17
Sell,1.7490621,1.4239182,0.0802802876809146,0.15443464726713904,17
Selplg,1.5995914,1.4663236,0.10968927079737642,0.20513846563812016,17
Nlrp12,1.451597,3.2195265,0.14661370841211352,0.2661960092955983,17
Ncf1,1.3947788,1.3988255,0.16308255652032588,0.2926200177848694,17
Cd33,1.3705782,1.9383844,0.17050649453629385,0.3045423841452665,17
Clec4e,1.2713834,2.4945846,0.20359227689749737,0.35782005973978,17
Il1rn,1.2045649,1.6592333,0.2283713115239252,0.39555072233034383,17
Padi4,1.1077845,2.5244412,0.2679548662281348,0.45519825994685165,17
Mcl1,65.26901,2.9168978,0.0,0.0,23
Myh9,44.367935,2.4127316,0.0,0.0,23
Csf3r,14.041361,3.1567667,8.702490594901904e-45,1.3973871840603631e-43,23
Cxcr2,9.744829,3.208166,1.9410497877525698e-22,1.4041281247989178e-21,23
Mmp9,8.482671,3.1045103,2.200833592686946e-17,1.2725462126522457e-16,23
Cd300lf,4.969773,2.1010127,6.703138914128291e-07,2.1526895799385254e-06,23
Itgam,3.5768209,2.0290296,0.0003477982844909442,0.0008689786671968983,23
Il1rn,3.3936932,2.1614773,0.0006895687274117302,0.0016820539543347575,23
Cd177,3.2969897,2.6433337,0.0009772712899175128,0.002343034638023823,23
Mxd1,3.250511,2.0812817,0.0011519783142780273,0.0027307356185189533,23
Pygl,3.1353903,1.850766,0.0017162558868583048,0.00399878104507374,23
Ncf1,3.0976994,1.5933721,0.0019502911763153983,0.004519011080414631,23
Fgr,2.984754,2.0015695,0.0028380647272613743,0.006448635581276183,23
Sell,2.7993457,1.5687469,0.00512062599879128,0.011298991810024347,23
Ccr1,2.7864604,1.8896137,0.0053287132542163395,0.011722239191866834,23
Fpr2,2.3392994,2.3564942,0.01931994130008329,0.03916813189988739,23
Cd33,2.0438569,2.0587733,0.040967700054006864,0.0793542618794862,23
Csf1,1.9395015,1.8016907,0.05244029264287582,0.10007719739037846,23
Selplg,1.626723,1.4365267,0.10379594334201422,0.18657367070603767,23
Acod1,1.6047522,2.9465954,0.10854834880453144,0.1941471353928512,23
Hnrnpa1,18.254345,2.1262681,1.9109155422889166e-74,2.1897354918683447e-72,34
Emc6,16.249338,2.0472362,2.2578948082929102e-59,1.6991500930466946e-57,34
Lamp1,5.795769,1.5797892,6.800865468431246e-09,4.602679690178569e-08,34
Mmp9,0.6068901,1.4357429,0.5439238613341191,0.8761866162449292,34
Csf3r,0.39741102,1.1348635,0.6910643808027299,0.9998767107243252,34
Ccl3,0.2794493,1.749465,0.7799000295517763,0.9998767107243252,34
Hcar2,0.20179924,2.3139093,0.8400736760901945,0.9998767107243252,34
Actc1,0.13945271,0.9245431,0.88909241914877,0.9998767107243252,34
Actn2,0.1324443,1.625905,0.8946328717156797,0.9998767107243252,34
Tdh,0.10579765,2.2826107,0.9157429003439866,0.9998767107243252,34
Hoxc11,0.10089998,3.6923351,0.9196298592479716,0.9998767107243252,34
Cd8b1,0.093404286,1.0674076,0.9255823872350495,0.9998767107243252,34
Lmx1b,0.08842005,2.6439822,0.9295428276532507,0.9998767107243252,34
Spdye4a,0.086087026,2.7905424,0.9313972399309114,0.9998767107243252,34
Abca13,0.08238603,1.8299714,0.9343397453653097,0.9998767107243252,34
Fscn2,0.07955209,2.666631,0.9365934989541683,0.9998767107243252,34
Ccr3,0.07892393,2.7209818,0.9370931256971008,0.9998767107243252,34
Vsx2,0.0763531,2.2871518,0.939138178710508,0.9998767107243252,34
Nkain3,0.073541746,1.7924808,0.9413750241775731,0.9998767107243252,34
Tnni3k,0.07197236,2.1979449,0.9426239001125407,0.9998767107243252,34
Csf3r,3.8105686,2.15291,0.00013864751447526858,0.0003090454323538038,25
Mmp9,2.5957053,2.1708758,0.00943970187830655,0.017872691276913866,25
Cxcr2,2.4385638,2.1008697,0.014745752087101913,0.027434716613715077,25
Sell,0.51148784,1.3687727,0.6090095019723311,0.855565870421982,25
Nlrp12,0.30014876,2.0627584,0.7640636986905699,0.9977849362559621,25
Acod1,0.24282332,1.8276657,0.8081422692680101,0.9977849362559621,25
Padi4,0.1409003,1.7284352,0.8879487110042354,0.9977849362559621,25
Clec4e,0.07541078,1.6313481,0.9398878775381525,0.9977849362559621,25
Hcar2,0.06678308,1.6177067,0.9467543974965344,0.9977849362559621,25
Il4,0.030675467,2.291669,0.9755283562035404,0.9977849362559621,25
Cartpt,0.02593285,2.020638,0.9793108980450519,0.9977849362559621,25
Sox10,0.025915092,1.8166441,0.9793250621318345,0.9977849362559621,25
Cbln2,0.02397155,1.8446316,0.9808753016947493,0.9977849362559621,25
Syt4,0.023838822,2.0161827,0.9809811735132054,0.9977849362559621,25
Vsx1,0.02229104,1.8131796,0.9822157964346523,0.9977849362559621,25
Olig1,0.016584774,2.3420324,0.9867678712054011,0.9977849362559621,25
Prss42,0.01641792,1.5282688,0.986900983698825,0.9977849362559621,25
Slc26a3,0.016296517,2.0338733,0.9869978365045003,0.9977849362559621,25
Pla2g2f,0.015027602,1.5309184,0.9880101595780474,0.9977849362559621,25
Intergenic_Region_10038_part_59,0.01465129,1.617007,0.9883103799384204,0.9977849362559621,25
Ywhaz,102.47432,3.7295928,0.0,0.0,8
Csf3r,4.456743,2.239427,8.321437933121162e-06,3.270201875198511e-05,8
Cxcr2,3.0237594,2.284508,0.0024965483999897123,0.006882229104837686,8
Mmp9,2.974607,2.3371465,0.002933640246181894,0.008008345490660049,8
Cd177,1.3775917,2.1088917,0.16832935957953332,0.31656718798955874,8
Il1rn,1.0271443,1.7463206,0.30435251386435425,0.5278793859319141,8
Itgam,1.0185101,1.5749149,0.30843561573227196,0.5336930220429623,8
Cd300lf,0.7192682,1.3896381,0.4719756687129948,0.7537856577924991,8
Fpr2,0.62266064,1.8420802,0.5335075602847632,0.8332445752030574,8
Fgr,0.437396,1.4134789,0.6618241923289767,0.982772703910167,8
Nlrp12,0.38401148,2.0021966,0.7009699518272161,0.9999467689715147,8
Gzma,0.37642375,1.4906844,0.7066018998743412,0.9999467689715147,8
Slc2a3,0.3111101,1.6852603,0.7557169262377457,0.9999467689715147,8
Trem1,0.2989161,1.9130255,0.7650040531693,0.9999467689715147,8
Ccl3,0.24017344,1.7018545,0.8101957989325033,0.9999467689715147,8
Padi4,0.22987397,1.5519981,0.8181897060941499,0.9999467689715147,8
Mmp25,0.22451952,1.416832,0.8223530773776699,0.9999467689715147,8
Hcar2,0.21170703,2.0580523,0.8323356083829129,0.9999467689715147,8
Sell,0.20516114,1.0512873,0.8374462312352737,0.9999467689715147,8
Ffar2,0.20511496,1.4431459,0.8374823040680268,0.9999467689715147,8
Mprip,91.571,3.9082625,0.0,0.0,13
Epas1,16.028425,1.1156456,8.090725600750314e-58,5.229928010126036e-56,13
Csf3r,0.84219974,1.3320826,0.3996761480269566,0.6723947742248633,13
Cxcr2,0.7442353,1.4173546,0.4567341562352961,0.7464679467547368,13
Mmp9,0.2777231,1.0183231,0.7812249271862826,0.9997416556941771,13
Gzma,0.1964341,1.0435128,0.8442704114449967,0.9997416556941771,13
Nlrp12,0.13283828,1.6102574,0.8943212781006473,0.9997416556941771,13
Kcnk18,0.057124726,2.8369768,0.9544458395937839,0.9997416556941771,13
Neurod2,0.05436542,2.4883325,0.9566440305018817,0.9997416556941771,13
Foxd1,0.0526448,1.2675428,0.9580149196704528,0.9997416556941771,13
Gata1,0.041183867,1.892774,0.9671493157895676,0.9997416556941771,13
Havcr1,0.03685586,1.8867493,0.9705999333178214,0.9997416556941771,13
Fthl17a,0.03673294,1.8947151,0.97069794617871,0.9997416556941771,13
Intergenic_Region_105_part_39,0.034191914,2.3887749,0.9727241148976342,0.9997416556941771,13
Mov10l1,0.03367994,2.2194905,0.9731323756910835,0.9997416556941771,13
Aqp2,0.03229663,1.7919754,0.9742354966345925,0.9997416556941771,13
Gldn,0.030922262,1.117656,0.975331536519802,0.9997416556941771,13
Slc22a8,0.028291186,2.232728,0.9774299096266281,0.9997416556941771,13
Lbx1,0.026220841,1.9120947,0.9790811928685812,0.9997416556941771,13
Foxi1,0.02538507,1.0792389,0.9797478190068324,0.9997416556941771,13
Ager,52.996155,2.895355,0.0,0.0,36
Hopx,49.419533,2.3366103,0.0,0.0,36
Anxa2,43.708942,1.7871246,0.0,0.0,36
Icam1,36.494465,2.0304496,1.3574771210718501e-291,1.711099911111067e-288,36
Scnn1a,36.220036,2.7671304,2.945578808443911e-287,2.97032167043484e-284,36
Bcam,35.232002,2.0313358,6.472780289062641e-272,5.439293036242306e-269,36
Plec,30.964897,1.2921822,1.6012160501391717e-210,1.1533330464002434e-207,36
Cdkn2a,30.54202,1.7991365,7.217036624161406e-205,4.548537332377726e-202,36
Cdh1,29.694084,1.5589767,9.155125775979963e-194,5.1289049069434416e-191,36
Sdc1,29.532803,1.5662414,1.0920955066280727e-191,5.506345544418743e-189,36
Itgb6,29.357367,3.5211818,1.924348391436928e-189,8.820513263295446e-187,36
Aqp5,28.30937,2.289421,2.649877939044341e-176,1.1133903807217973e-173,36
Ccn2,27.995861,2.4106898,1.824626213600109e-172,7.07674259151673e-170,36
Vegfa,27.87735,1.5276661,5.022212365050762e-171,1.8087139103275672e-168,36
Tgm2,27.726137,1.3071424,3.3806242402162615e-169,1.1363404946113594e-166,36
Ezr,27.233519,1.4386363,2.605291300993793e-163,8.20992421225669e-161,36
Dag1,27.1982,2.4378164,6.821006332464534e-163,2.0230302310756577e-160,36
Col4a2,26.687975,1.2862734,6.491314274942496e-157,1.8182892541255593e-154,36
Ndst1,26.627523,2.1522038,3.259763164762777e-156,8.650382040386275e-154,36
Lmna,25.971676,1.3670988,1.034960853340847e-148,2.6091363112722756e-146,36
